BIZ_UNIT	PD_S_C	PD_S_NM	PD_M_NM	PD_H_NM
A02	1120	미용비누	바디케어	Beauty&Aroma
A02	1121	바디스킨케어	바디케어	Beauty&Aroma
A02	1122	바디클린져	바디케어	Beauty&Aroma
A02	1123	핸드워시	바디케어	Beauty&Aroma
A02	1124	마스크팩	훼이셜케어	Beauty&Aroma
A02	1125	성인스킨케어	훼이셜케어	Beauty&Aroma
A02	1126	온라인스킨케어	훼이셜케어	Beauty&Aroma
A02	1127	코스메슈티컬	훼이셜케어	Beauty&Aroma
A02	1128	틴스킨케어	훼이셜케어	Beauty&Aroma
A02	1129	훼이셜클렌저	훼이셜케어	Beauty&Aroma
A02	1130	베이비스킨케어	베이비케어	Beauty&Aroma
A02	1131	베이비클렌저	베이비케어	Beauty&Aroma
A02	1132	임산부케어	베이비케어	Beauty&Aroma
A02	1133	네일케어	풋/핸드케어	Beauty&Aroma
A02	1134	풋케어	풋/핸드케어	Beauty&Aroma
A02	1135	핸드케어	풋/핸드케어	Beauty&Aroma
A02	1136	기타미용소품	미용소품	Beauty&Aroma
A02	1137	메이크업브러쉬	미용소품	Beauty&Aroma
A02	1138	메탈	미용소품	Beauty&Aroma
A02	1139	분첩	미용소품	Beauty&Aroma
A02	1140	여행용품	미용소품	Beauty&Aroma
A02	1141	용기	미용소품	Beauty&Aroma
A02	1142	클렌징	미용소품	Beauty&Aroma
A02	1143	헤어브러쉬/거울	미용소품	Beauty&Aroma
A02	1144	헤어용품	미용소품	Beauty&Aroma
A02	1145	화장솜/면봉	미용소품	Beauty&Aroma
A02	1146	디퓨져	아로마	Beauty&Aroma
A02	1147	방향제	아로마	Beauty&Aroma
A02	1148	온라인아로마	아로마	Beauty&Aroma
A02	1149	입욕제	아로마	Beauty&Aroma
A02	1150	향수	아로마	Beauty&Aroma
A02	1151	향초	아로마	Beauty&Aroma
A02	1152	남성화장품	기초화장품	브랜드화장품
A02	1153	여성화장품	기초화장품	브랜드화장품
A02	1154	일반화장품	기초화장품	브랜드화장품
A02	1155	기타색조화장품	색조화장품	브랜드화장품
A02	1156	네일	색조화장품	브랜드화장품
A02	1157	립	색조화장품	브랜드화장품
A02	1158	베이스	색조화장품	브랜드화장품
A02	1159	블러셔	색조화장품	브랜드화장품
A02	1160	아이	색조화장품	브랜드화장품
A02	1161	드럭스토어	드럭스토어	브랜드화장품
A02	1162	온라인화장품	온라인화장품	브랜드화장품
A02	1163	과일음료	냉장음료	데일리
A02	1164	과채음료	냉장음료	데일리
A02	1165	냉장차음료	냉장음료	데일리
A02	1166	냉장커피음료	냉장음료	데일리
A02	1167	수입냉장음료	냉장음료	데일리
A02	1168	기타고급유	식용유지	조미식품
A02	1169	올리브유	식용유지	조미식품
A02	1170	일반유	식용유지	조미식품
A02	1171	카놀라유	식용유지	조미식품
A02	1172	포도씨유	식용유지	조미식품
A02	1173	식용유지세트	조미선물세트	조미식품
A02	1174	스프레드	잼	인스턴트
A02	1175	과일통조림	통조림	인스턴트
A02	1176	참치통조림	통조림	인스턴트
A02	1177	채소통조림	통조림	인스턴트
A02	1178	혼합선물세트	인스턴트선물세트	인스턴트
A02	1179	티백차	차	"커피	차"
A02	1180	국산초콜릿	초콜릿	과자
A02	1181	초콜릿바	초콜릿	과자
A02	1182	일반껌	껌	과자
A02	1183	국내생수	생수	음료
A02	1184	수입생수	생수	음료
A02	1185	탄산수	생수	음료
A02	1186	과일음료	과채음료	음료
A02	1187	과채혼합음료	과채음료	음료
A02	1188	어린이음료	과채음료	음료
A02	1189	혼합음료	커피차음료	음료
A02	1190	기능성건강음료	기능성음료	음료
A02	0691	변기커버	일반욕실용품	욕실용품
A02	0692	샤워커튼	일반욕실용품	욕실용품
A02	0693	샤워타월	일반욕실용품	욕실용품
A02	0694	욕실소품	일반욕실용품	욕실용품
A02	0695	욕실화	일반욕실용품	욕실용품
A02	0696	욕실수납용품	DIY욕실용품	욕실용품
A02	0697	메탈호스	수도용품	욕실용품
A02	0698	샤워헤드	수도용품	욕실용품
A02	0699	수전	수도용품	욕실용품
A02	0700	다이닝테이블	테이블	인테리어
A02	0701	책상	테이블	인테리어
A02	0702	간이의자	의자	인테리어
A02	0703	좌식의자	의자	인테리어
A02	0704	책상의자	의자	인테리어
A02	0705	교자상	상	인테리어
A02	0706	다용도상	상	인테리어
A02	0707	제기세트	제기용품	인테리어
A02	0708	제기소품	제기용품	인테리어
A02	0709	야외용의자	아웃도어퍼니처	인테리어
A02	0710	야외용테이블	아웃도어퍼니처	인테리어
A01	0263	ANDZ	남성 트랜디	남성의류
A01	0264	엠비오	남성 트랜디	남성의류
A01	0265	레노마	남성 트랜디	남성의류
A01	0266	BON	남성 트랜디	남성의류
A01	0267	코모도스퀘어	남성 트랜디	남성의류
A01	0268	지오송지오	남성 트랜디	남성의류
A01	0269	이지오	남성 트랜디	남성의류
A01	0270	워모	남성 트랜디	남성의류
A01	0271	TNGT	남성 트랜디	남성의류
A01	0272	킨록by킨록앤더슨	남성 트랜디	남성의류
A01	0273	TI포맨	남성 트랜디	남성의류
A01	0274	커스텀멜로우	남성 트랜디	남성의류
A01	0275	시리즈	남성 트랜디	남성의류
A01	0276	레드옥스	남성 트랜디	남성의류
A01	0277	S+by트루젠	남성 트랜디	남성의류
A01	0278	리버클래시	남성 트랜디	남성의류
A01	0279	DKNY	남성 트랜디	남성의류
A01	0280	IMZ프리미엄	남성 트랜디	남성의류
A01	0281	Theory	캐주얼	여성의류
A01	0282	반하트디알바자	남성 트랜디	남성의류
A01	0283	솔리드옴므	남성 트랜디	남성의류
A01	0284	질스튜어트NY	남성 트랜디	남성의류
A01	0285	캘빈클라인	남성 트랜디	남성의류
A01	0286	클럽모나코	남성 트랜디	남성의류
A01	0287	타임옴므	남성 트랜디	남성의류
A01	0288	휴고보스	남성 트랜디	남성의류
A01	0289	트래디셔널Ⅱ	트래디셔널	남성의류
A01	0290	교복	교복	남성의류
A01	0291	PAT	남성 트랜디	남성의류
A01	0292	비지니스군	셔츠	남성의류
A01	0293	셔츠고정행사	셔츠	남성의류
A01	0294	셔츠단기행사	셔츠	남성의류
A01	0295	남성잡화 ACC	셔츠	남성의류
A01	0296	갤럭시라이프스타일	남성캐주얼	남성의류
A01	0297	로가디스그린	남성캐주얼	남성의류
A01	0298	일꼬르소	남성캐주얼	남성의류
A01	0299	클럽캠브리지	남성캐주얼	남성의류
A01	0300	프랑코페라로	남성캐주얼	남성의류
A01	0301	인디안	남성캐주얼	남성의류
A01	0302	에디션	남성캐주얼	남성의류
A01	0303	벨라모	남성캐주얼	남성의류
A01	0304	프로메이드	남성캐주얼	남성의류
A01	0305	옴스	남성캐주얼	남성의류
A01	0306	피에르가르뎅	남성캐주얼	남성의류
A01	0307	아웃도아	스포츠	스포츠
A01	0308	수영복	스포츠	스포츠
A01	0309	휘트니스	스포츠	스포츠
A01	0310	가 방	스포츠	스포츠
A01	0311	운동용품	스포츠	스포츠
A01	0312	스포츠용품	스포츠	스포츠
A01	0313	스키	스포츠	스포츠
A01	0314	고정행사(레져)	스포츠	스포츠
A01	0315	단기행사(레져)	스포츠	스포츠
A01	0316	선글라스	스포츠	스포츠
A01	0317	등산화	스포츠	스포츠
A01	0318	L/C 아웃도어	스포츠	스포츠
A01	0319	직수입 아웃도어	스포츠	스포츠
A01	0320	el Trail	남성캐주얼	남성의류
A01	0321	el Travel	트래디셔널	남성의류
A01	0322	OUTDOOR+1	남성캐주얼	남성의류
A01	0323	노스페이스	스포츠	스포츠
A01	0324	에이글	스포츠	스포츠
A01	0325	코오롱스포츠	스포츠	스포츠
A01	0326	K2	스포츠	스포츠
A01	0327	아이더	스포츠	스포츠
A01	0328	블랙야크	스포츠	스포츠
A01	0038	안주류	수산품	식품
A02	1325	캐릭터침구	아동침구	침구
A02	1326	냉동면	냉동HMR	가공HMR
A02	1327	냉동밥	냉동HMR	가공HMR
A02	1328	온라인양곡	온라인양곡	양곡
A02	1329	냉동양념육	양념육	양념육가공
A02	1330	냉동육가공품	육가공품	양념육가공
A02	1331	해초	나물	두부/콩나물/나물
A02	1332	피자	피자	F&B
A02	1333	일마레	피자	F&B
A02	1334	엠디월드	피자	F&B
A02	1335	보네스빼	피자	F&B
A02	1336	베이커리	베이커리	F&B
A02	1337	기타편의시설	편의시설	테넌트
A02	1338	캔들	판매시설	테넌트
A02	1339	Digital Accessory	음반영상	"서적	음반"
A02	1340	기타F/F	패스트푸드	FOOD COURT
A02	1341	피자레스토랑	레스토랑	FOOD COURT
A02	1342	뷔페레스토랑	레스토랑	FOOD COURT
A02	1343	한식레스토랑	레스토랑	FOOD COURT
A02	1344	중식레스토랑	레스토랑	FOOD COURT
A02	1345	일식레스토랑	레스토랑	FOOD COURT
A02	1346	양식레스토랑	레스토랑	FOOD COURT
A02	1347	기타레스토랑	레스토랑	FOOD COURT
A02	1348	커피	카페	FOOD COURT
A02	1349	생과일	카페	FOOD COURT
A02	1350	아이스크림	카페	FOOD COURT
A02	1351	에스마켓	스포츠브랜드편집	스포츠브랜드
A02	1352	친환경잎채소	잎채소	잎/샐러드채소
A02	1353	국산대구	대구	일반생선
A02	1354	국산도미	도미/민어	일반생선
A02	1355	국산민어	도미/민어	일반생선
A02	1356	국산청어	기타구색생선	일반생선
A02	1357	국산금태	기타구색생선	일반생선
A02	1358	국산우럭	기타구색생선	일반생선
A02	1359	국산임연수어	기타구색생선	일반생선
A02	1360	국산아귀	기타구색생선	일반생선
A02	1361	국산병어	기타구색생선	일반생선
A02	1362	국산기타구색생선	기타구색생선	일반생선
A02	1363	국산꽁치	꽁치/가자미	일반생선
A02	1364	국산가자미	꽁치/가자미	일반생선
A02	1365	국산오징어	오징어	일반생선
A02	1366	국산참조기	조기/명태	일반생선
A02	1367	부세조기	조기/명태	일반생선
A02	1368	국산백조기	조기/명태	일반생선
A02	1369	긴가이석태	조기/명태	일반생선
A02	1370	영상가이석태	조기/명태	일반생선
A02	1371	기타조기	조기/명태	일반생선
A02	1372	국산명태	조기/명태	일반생선
A02	1373	국산꽃게	국산게/갈치	일반생선
A02	1374	국산대게	국산게/갈치	일반생선
A02	1375	국산홍게	국산게/갈치	일반생선
A02	1376	국산갈치	국산게/갈치	일반생선
A02	1377	수입생물연어	수입연어	수입생선
A02	1378	수입냉동연어	수입연어	수입생선
A02	1379	수입냉동고등어	수입고등어	수입생선
A02	1380	수입고등어자반	수입고등어	수입생선
A02	1381	수입냉동갈치	수입갈치	수입생선
A02	1382	랍스터	수입게	수입생선
A02	1383	킹크랩	수입게	수입생선
A02	1384	대게	수입게	수입생선
A02	1385	수입꽁치	수입기타생선	수입생선
A02	1386	수입가자미	수입기타생선	수입생선
A02	1387	수입임연수어	수입기타생선	수입생선
A02	1388	수입명태	수입기타생선	수입생선
A02	1389	수입구색생선	수입기타생선	수입생선
A02	1390	냉동규격전감	냉동규격생선	규격/간편조리생선
A02	1391	냉동기타규격생선	냉동규격생선	규격/간편조리생선
A02	1392	냉동규격연어	냉동규격생선	규격/간편조리생선
A02	1393	냉동규격연체류	냉동규격해물	규격/간편조리생선
A02	1394	냉동규격날치알	냉동규격해물	규격/간편조리생선
A02	1395	냉동규격새우	냉동규격해물	규격/간편조리생선
A02	1396	냉동규격패류	냉동규격해물	규격/간편조리생선
A02	1397	규격갈치선물세트	규격생선선물세트	규격/간편조리생선
A02	1398	규격옥돔선물세트	규격생선선물세트	규격/간편조리생선
A02	1399	냉장규격연어	냉장규격생선	규격/간편조리생선
A02	1400	냉장규격고등어	냉장규격생선	규격/간편조리생선
A02	1401	냉장규격기타생선	냉장규격생선	규격/간편조리생선
A02	1402	찌개/탕(냉장)	규격RTC	규격/간편조리생선
A02	1403	볶음류(냉장)	규격RTC	규격/간편조리생선
A02	1404	규격소스류	규격RTC	규격/간편조리생선
A02	1405	즉석탕행사	간편조리행사	규격/간편조리생선
A02	1406	즉석볶음행사	간편조리행사	규격/간편조리생선
A02	1407	모둠초밥	생선초밥	생선회
A02	1408	활어초밥	생선초밥	생선회
A02	1409	회재료	기타회	생선회
A02	1410	장어류	기타회	생선회
A02	1411	모둠회	생선회	생선회
A02	1412	시즌회	생선회	생선회
A02	1413	연어회	생선회	생선회
A02	1414	홍어회	생선회	생선회
A02	1415	한방식재	한방식재류	신선건강
A02	1416	요리용견과	건과	신선건강
A02	1417	캐슈넛	건과	신선건강
A02	1418	친환경건과	건과	신선건강
A02	1419	견과선물세트	건강선물세트	신선건강
A02	1420	양념류선물세트	건강선물세트	신선건강
A02	1421	간편한방식재	한방식재류	신선건강
A02	1422	내의기획	성인내의	이너웨어
A02	1423	남성홈웨어	홈웨어	이너웨어
A02	1424	여성홈웨어	홈웨어	이너웨어
A02	1425	홈웨어 기획	홈웨어	이너웨어
A02	1426	일반스타킹	스타킹	이너웨어
A02	1427	타이즈	스타킹	이너웨어
A02	1428	삭스	스타킹	이너웨어
A02	1429	란제리 기획	란제리	이너웨어
A02	1430	아동홈웨어	홈웨어	이너웨어
A02	1431	감자스낵	스낵	과자
A02	1432	콘스낵	스낵	과자
A02	1433	일반스낵	스낵	과자
A02	1434	쌀스낵	스낵	과자
A02	1435	크래커	비스켓	과자
A02	1436	샌드	비스켓	과자
A02	1437	파이	파이	과자
A02	1438	케이크	파이	과자
A02	1439	하드캔디	캔디	과자
A02	1440	소프트캔디	캔디	과자
A02	1441	기능성껌	껌	과자
A02	1442	일반흰우유	흰우유	데일리
A02	1443	어린이/액상요구르트	요구르트	데일리
A02	1444	떠먹는요구르트	요구르트	데일리
A02	1445	어묵	어묵맛살	냉장냉동
A02	1446	맛살	어묵맛살	냉장냉동
A02	1447	포장김치	냉장반찬	냉장냉동
A02	1448	물만두	냉동만두	냉장냉동
A02	1449	군만두	냉동만두	냉장냉동
A02	1450	손찜만두	냉동만두	냉장냉동
A02	1451	냉동튀김	냉동간식	냉장냉동
A02	1452	냉동부침/구이	냉동간식	냉장냉동
A02	1453	소스	소스류	조미식품
A02	1454	투기용품	헬스용품	스포츠용품
A02	1455	부침/튀김가루	가루	조미식품
A02	1456	식수용차	차	"커피	차"
A02	1457	위스키	양주	주류
A02	1458	브랜디	양주	주류
A02	1459	리큐르	양주	주류
A02	1460	스틱과자	비스켓	과자
A02	1461	조리식품용원재료	원재료	기타
A02	1462	기능성미	양곡	양곡
A02	1463	친환경양곡	양곡	양곡
A02	1464	친환경도정미	즉석도정미	양곡
A02	1465	양주선물세트	양주	주류
A02	1466	과실주	전통주	주류
A02	1467	내의	란제리브랜드	이너웨어
A02	1468	란제리	란제리브랜드	이너웨어
A02	1469	홈웨어	란제리브랜드	이너웨어
A02	1470	양말	란제리브랜드	이너웨어
A02	1471	SHOP 기획	란제리브랜드	이너웨어
A02	1472	랩/호일	음식저장/보관	주방잡화
A02	1473	주방정리용품	주방정리	주방잡화
A02	1474	설거지용품	주방정리	주방잡화
A02	1475	T-SHOP	차	"커피	차"
A02	1476	홈아이스	아이스크림	냉장냉동
A02	1477	튜브/컵아이스	아이스크림	냉장냉동
A02	1478	바아이스	아이스크림	냉장냉동
A02	1479	과자아이스	아이스크림	냉장냉동
A02	1480	행사아이스	아이스크림	냉장냉동
A02	1481	일반닭	닭고기	닭고기
A02	1482	토종닭	닭고기	닭고기
A02	1483	닭부분육	닭고기	닭고기
A02	1484	향신채소	샐러드채소	잎/샐러드채소
A02	1485	유부	어묵맛살	냉장냉동
A02	1486	교자만두	냉동만두	냉장냉동
A02	1487	만두피	냉동만두	냉장냉동
A02	1488	콘아이스	아이스크림	냉장냉동
A02	1489	쿠션	수예소품	수예소품/커튼
A02	1490	방석	수예소품	수예소품/커튼
A02	1491	커튼	커튼류	수예소품/커튼
A02	1492	로만쉐이드	커튼류	수예소품/커튼
A02	1493	롤스크린	커튼류	수예소품/커튼
A02	1494	카페트	수예시즌	수예소품/커튼
A02	1495	여름자리	수예시즌	수예소품/커튼
A02	1496	모기장	수예시즌	수예소품/커튼
A02	1497	황토침구	수예시즌	수예소품/커튼
A02	1498	곤약	어묵맛살	냉장냉동
A02	1499	장식소품	장식용품	인테리어
A02	1500	피자레스토랑	레스토랑	테넌트
A02	1501	뷔페레스토랑	레스토랑	테넌트
A02	1502	한식레스토랑	레스토랑	테넌트
A02	1503	중식레스토랑	레스토랑	테넌트
A02	1504	일식레스토랑	레스토랑	테넌트
A02	1505	양식레스토랑	레스토랑	테넌트
A02	1506	기타레스토랑	레스토랑	테넌트
A02	1507	커피	카페	테넌트
A02	1508	생과일	카페	테넌트
A02	1509	베이커리	카페	테넌트
A02	1510	안경점	판매시설	테넌트
A02	1511	서적	판매시설	테넌트
A02	1512	기프트 샵	판매시설	테넌트
A02	1513	아이스크림	카페	테넌트
A02	1514	소극장	편의시설	테넌트
A02	1515	경정비	판매시설	테넌트
A02	1516	유아용품	BABY/INFANT	완구
A02	1517	미취학	BABY/INFANT	완구
A02	1518	신생아/유아	BABY/INFANT	완구
A02	1519	아동방꾸미기	BABY/INFANT	완구
A02	1520	발육기 액세서리	BABY/INFANT	완구
A02	1521	유모차/카시트	BABY/INFANT	완구
A02	1522	콜렉션인형	GIRLS	완구
A02	1523	아기인형	GIRLS	완구
A02	1524	소꿉놀이	GIRLS	완구
A02	1525	바비와 바비액세서리	GIRLS	완구
A02	1526	패션인형	GIRLS	완구
A02	1527	여아드레스 및 소품	GIRLS	완구
A02	1528	봉제인형	GIRLS	완구
A02	1529	캐릭터봉제	GIRLS	완구
A02	1530	기타전자완구	VIDEOGAME	완구
A02	1531	비디오게임기	VIDEOGAME	완구
A02	1532	비디오게임액세서리	VIDEOGAME	완구
A02	1533	비디오게임소프트웨어	VIDEOGAME	완구
A02	1534	컴퓨터게임소프트웨어	VIDEOGAME	완구
A02	1535	플레이세트	SPORTS/OUTDOOR	완구
A02	1536	캔디류	SPORTS/OUTDOOR	완구
A02	1537	"카드	포장지"	SPORTS/OUTDOOR	완구
A02	1538	할로윈	SPORTS/OUTDOOR	완구
A02	1539	물놀이 용품	SPORTS/OUTDOOR	완구
A02	1540	아웃도어용품	SPORTS/OUTDOOR	완구
A02	1541	유아동승용물	SPORTS/OUTDOOR	완구
A02	1542	아동자전거	SPORTS/OUTDOOR	완구
A02	1543	전동승용물	SPORTS/OUTDOOR	완구
A02	1544	스포츠용품	SPORTS/OUTDOOR	완구
A02	1545	스포츠놀이	SPORTS/OUTDOOR	완구
A02	1546	스케이트류	SPORTS/OUTDOOR	완구
A02	1547	자전거용품	SPORTS/OUTDOOR	완구
A02	1548	파티/팬시	SPORTS/OUTDOOR	완구
A02	1549	프로모션	SPORTS/OUTDOOR	완구
A02	1550	주유소	주유소	테넌트
A02	1551	아동내의 기획	아동내의	이너웨어
A02	1552	주니어내의 기획	아동내의	이너웨어
A02	1553	남아내의	아동내의	이너웨어
A02	1554	여아내의	아동내의	이너웨어
A02	1555	남주니어내의	아동내의	이너웨어
A02	1556	여주니어내의	아동내의	이너웨어
A02	1557	온라인분유	분유	인스턴트
A02	1558	온라인 스낵	스낵	과자
A02	1559	온라인 비스켓	비스켓	과자
A02	1560	온라인 파이	파이	과자
A02	1561	온라인 캔디	캔디	과자
A02	1562	온라인 생수	생수	음료
A02	1563	온라인과채음료	과채음료	음료
A02	1564	온라인 탄산음료	탄산음료	음료
A02	1565	온라인 이온음료	이온음료	음료
A02	1566	온라인 세탁세제	세탁세제	세제
A02	1567	온라인 주거세제	주거세제	세제
A02	1568	온라인 화장지	화장지	위생용품
A02	1569	온라인 구강용품	구강용품	구강/헤어
A02	1570	온라인 수납용품	수납용품	청소/수납용품
A02	1571	온라인 수예소품	수예소품	수예소품/커튼
A02	1572	온라인 주방소형가전	주방소형가전	주방생활가전
A02	1573	온라인 성인내의	성인내의	이너웨어
A02	1574	오토바이ACC	장착용품	자동차용품
A02	1575	기저귀	BABY/INFANT	완구
A02	1576	베이비푸드	BABY/INFANT	완구
A02	1577	유아동가구	BABY/INFANT	완구
A03	0008	콩	잡곡	곡물
A03	0009	조/수수	잡곡	곡물
A03	0010	혼합잡곡	잡곡	곡물
A03	0011	기타잡곡류	잡곡	곡물
A03	0012	미숫가루	선식류	곡물
A03	0013	선식	선식류	곡물
A03	0014	가지	과채류	채소
A03	0015	고추	과채류	채소
A03	0016	건고추	과채류	채소
A03	0017	오이	과채류	채소
A03	0018	옥수수	과채류	채소
A03	0019	파프리카/피망	과채류	채소
A03	0020	단호박	과채류	채소
A03	0021	애호박	과채류	채소
A03	0022	기타열매채소	과채류	채소
A03	0023	감자	근채류	채소
A03	0024	고구마	근채류	채소
A03	0025	당근	근채류	채소
A03	0026	무	김치채소류	채소
A03	0027	열무	김치채소류	채소
A03	0028	알타리무	김치채소류	채소
A03	0029	생강	근채류	채소
A03	0030	연근	근채류	채소
A03	0031	우엉	근채류	채소
A03	0032	마	근채류	채소
A03	0033	기타뿌리채소	근채류	채소
A03	0034	갓	김치채소류	채소
A03	0035	마늘	근채류	채소
A03	0036	미나리	엽채류	채소
A03	0037	배추	김치채소류	채소
A03	0038	봄동	김치채소류	채소
A03	0039	얼갈이	김치채소류	채소
A03	0040	절임배추	김치채소류	채소
A03	0041	부추	엽채류	채소
A03	0042	상추	엽채류	채소
A03	0043	시금치	엽채류	채소
A03	0044	양파	근채류	채소
A03	0045	대파	엽채류	채소
A03	0046	쪽파류	엽채류	채소
A03	0047	쌈채소류	엽채류	채소
A03	0048	쑥갓	엽채류	채소
A03	0049	깻잎	엽채류	채소
A03	0050	근대/아욱	엽채류	채소
A03	0051	기타잎채소	엽채류	채소
A03	0052	느타리버섯류	버섯류	채소
A03	0053	새송이버섯류	버섯류	채소
A03	0054	양송이버섯류	버섯류	채소
A03	0055	송이버섯류	버섯류	채소
A03	0056	팽이버섯류	버섯류	채소
A03	0057	표고버섯류	버섯류	채소
A03	0058	건버섯류	버섯류	채소
A03	0059	모둠버섯	버섯류	채소
A03	0060	기타버섯류	버섯류	채소
A03	0061	양배추	양채류	채소
A03	0062	미니양배추	양채류	채소
A03	0063	양상추	양채류	채소
A03	0064	브로콜리	양채류	채소
A03	0065	컬리플라워	양채류	채소
A03	0066	샐러드류	양채류	채소
A03	0067	기타양채류	양채류	채소
A03	0068	두부류	두채류	채소
A03	0069	연두부류	두채류	채소
A03	0070	묵류	두채류	채소
A03	0071	콩나물	두채류	채소
A03	0072	숙주나물	두채류	채소
A03	0073	생나물류	나물류	채소
A03	0074	삶은나물류	나물류	채소
A03	0075	건나물류	나물류	채소
A03	0076	인삼류	근채류	채소
A03	0077	더덕선물세트	근채류	채소
A03	0078	버섯선물세트	버섯류	채소
A03	0079	수삼선물세트	근채류	채소
A03	0080	혼합채소선물세트	근채류	채소
A03	0081	사과	국산과일	과일
A03	0082	배	국산과일	과일
A03	0083	감	국산과일	과일
A03	0084	귤류	국산과일	과일
A03	0085	유자/모과	국산과일	과일
A03	0086	복숭아	국산과일	과일
A03	0087	자두	국산과일	과일
A03	0088	살구	국산과일	과일
A03	0089	매실	국산과일	과일
A03	0090	딸기	국산과일	과일
A03	0091	포도	국산과일	과일
A03	0092	무화과	국산과일	과일
A03	0093	수박	국산과일	과일
A03	0094	참외	국산과일	과일
A03	0095	메론	국산과일	과일
A03	0096	토마토	국산과일	과일
A03	0097	방울토마토	국산과일	과일
A03	0098	기타국산과일류	국산과일	과일
A03	0099	블루베리	수입과일	과일
A03	0100	수입포도	수입과일	과일
A03	0101	레몬	수입과일	과일
A03	0102	망고	수입과일	과일
A03	0103	망고스틴	수입과일	과일
A03	0104	바나나	수입과일	과일
A03	0105	아보카도	수입과일	과일
A03	0106	야자	수입과일	과일
A03	0107	오렌지	수입과일	과일
A03	0108	용과	수입과일	과일
A03	0109	자몽	수입과일	과일
A03	0110	체리	수입과일	과일
A03	0111	키위	수입과일	과일
A03	0112	파인애플	수입과일	과일
A03	0113	기타수입과일	수입과일	과일
A03	0114	간편과일	수입과일	과일
A03	0115	냉동망고	냉동과일	과일
A03	0116	냉동베리류	냉동과일	과일
A03	0117	냉동홍시	냉동과일	과일
A03	0118	기타냉동과일류	냉동과일	과일
A03	0119	밤	견과류	과일
A03	0120	땅콩	견과류	과일
A03	0121	호두	견과류	과일
A03	0122	잣	견과류	과일
A03	0123	피스타치오	견과류	과일
A03	0124	아몬드	견과류	과일
A03	0125	캐슈넛	견과류	과일
A03	0126	혼합견과	견과류	과일
A03	0127	기타견과류	견과류	과일
A03	0128	곶감	건과일	과일
A03	0129	기타건과일	건과일	과일
A03	0130	사과선물세트	국산과일	과일
A03	0131	배선물세트	국산과일	과일
A03	0132	혼합과일선물세트	국산과일	과일
A03	0133	곶감선물세트	건과일	과일
A03	0134	기타과일선물세트	국산과일	과일
A03	0135	국물용건멸치	건어류	수산
A03	0136	볶음조림용건멸치	건어류	수산
A03	0137	건새우	건어류	수산
A03	0138	건홍합	건어류	수산
A03	0139	건오징어	건어류	수산
A03	0140	조미오징어	건어가공	수산
A03	0141	훈제/구이오징어	건어가공	수산
A03	0142	쥐치포	건어가공	수산
A03	0143	어포류	건어류	수산
A03	0144	황태/북어류	건어류	수산
A03	0145	황태채	건어류	수산
A03	0146	원물천연조미료	건어가공	수산
A03	0147	굴비류	선어가공	수산
A03	0148	과메기	선어가공	수산
A03	0149	코다리	선어가공	수산
A03	0150	반건생선류	선어가공	수산
A03	0151	마른김	건어류	수산
A03	0152	조미전장김	건어가공	수산
A03	0153	조미도시락김	건어가공	수산
A03	0154	김자반/부각/튀각	건어가공	수산
A03	0155	건다시마	건어류	수산
A03	0156	건미역	건어류	수산
A03	0157	멸치선물세트	건어가공	수산
A03	0158	김선물세트	건어가공	수산
A03	0159	굴비선물세트	선어가공	수산
A03	0160	반건생선선물세트	선어가공	수산
A03	0161	기타건해산물선물세트	건어가공	수산
A03	0162	가자미	선어류	수산
A03	0163	갈치	선어류	수산
A03	0164	고등어	선어류	수산
A03	0165	꽁치	선어류	수산
A03	0166	대구	선어류	수산
A03	0167	도미	선어류	수산
A03	0168	명태	선어류	수산
A03	0169	민어	선어류	수산
A03	0170	조기류	선어류	수산
A03	0512	얼음	아이스크림	냉동
A03	0172	아귀	선어류	수산
A03	0173	연어	선어류	수산
A03	0174	우럭	선어류	수산
A03	0175	은어	선어류	수산
A03	0176	임연수	선어류	수산
A03	0177	전어	선어류	수산
A03	0178	장어	선어류	수산
A03	0179	생선알	선어류	수산
A03	0180	기타어류	기타수산	수산
A03	0181	포장고등어	선어가공	수산
A03	0182	포장연어	선어가공	수산
A03	0183	포장날치알	선어가공	수산
A03	0184	포장새우살	선어가공	수산
A03	0185	포장해물류	선어가공	수산
A03	0186	대구전감	선어가공	수산
A03	0187	명태전감	선어가공	수산
A03	0188	기타포장생선	기타수산	수산
A03	0189	낙지	해물류	수산
A03	0190	문어	해물류	수산
A03	0191	오징어	선어류	수산
A03	0192	갑오징어	선어류	수산
A03	0193	주꾸미	해물류	수산
A03	0194	기타연체류	기타수산	수산
A03	0195	미더덕류	해물류	수산
A03	0196	멍게	해물류	수산
A03	0197	해삼	해물류	수산
A03	0198	광어회	선어류	수산
A03	0199	홍어회	선어류	수산
A03	0200	기타회	기타수산	수산
A03	0201	꽃게	해물류	수산
A03	0202	대게	해물류	수산
A03	0203	홍게	해물류	수산
A03	0204	랍스터	해물류	수산
A03	0205	새우	해물류	수산
A03	0206	기타게	기타수산	수산
A03	0207	개조개	해물류	수산
A03	0208	골뱅이	해물류	수산
A03	0209	굴	해물류	수산
A03	0210	꼬막	해물류	수산
A03	0211	대합	해물류	수산
A03	0212	모시조개	해물류	수산
A03	0213	바지락	해물류	수산
A03	0214	생합	해물류	수산
A03	0215	전복	해물류	수산
A03	0216	키조개	해물류	수산
A03	0217	홍합	해물류	수산
A03	0218	우렁이	해물류	수산
A03	0219	기타조개류	기타수산	수산
